[6.532253 6.567388 6.590161 6.616389 6.61855  6.620768 6.625152 6.629985
 6.627929 6.632488 6.632655 6.631097 6.643573 6.770458 6.876848 6.931334
 6.971646 7.005763 7.01681  7.02758  7.0304   7.044525 7.045325 7.054873
 7.05697  7.053455 7.06055  7.106308 7.148904 7.172549 7.187664 7.202577
 7.213315 7.220297 7.225107 7.228767 7.224786 7.233394 7.279741 7.324615
 7.350957 7.370352 7.37719  7.392099 7.394833 7.396835 7.402645 7.405386
 7.40064  7.410671 7.410738 7.414087 7.456971 7.503072 7.529944 7.544681
 7.558083 7.566115 7.574023 7.580971 7.586398 7.586537 7.594759 7.635321
 7.67873  7.703445 7.730878 7.735981 7.749089 7.759125 7.761077 7.770124
 7.808534 7.855591 7.884082 7.9067   7.922388 7.931301 7.94023  7.948499
 7.952413 7.960402 8.000165 8.046245 8.071419 8.094629 8.11429  8.122082
 8.129888 8.137158 8.14021  8.14875  8.144439 8.162728 8.206489 8.235934
 8.268285 8.285668 8.296725 8.310642 8.326141 8.372764 8.416015 8.472003
 8.466736 8.48809  8.503301 8.507005 8.518557 8.52354  8.532589 8.534028
 8.571844 8.613721 8.646585 8.668523 8.681312 8.702871 8.687325 8.715919
 8.751903 8.803178 8.831331 8.86432  8.872622 8.89942  8.908594 8.916965
 8.92161  8.923069 8.930823 8.93064  8.941057 8.940782 9.016301 9.117196
 9.190507 9.254137 9.291534 9.328004 9.356325 9.375384 9.394407 9.402153
 9.409811 9.425356 9.498968 9.601858 9.683182 9.742629 9.785671 9.822723
 9.854097 9.878087 9.896331 9.915173 9.928745 9.93821  9.943329 9.951397
 9.951616 9.956746 9.961334 9.96199  9.965598 9.970083 9.971287 9.976982
 9.969208 9.983121 9.977092 9.973149 9.976763 9.913004 9.820801 9.742313
 9.679532 9.639324 9.595175 9.565245 9.546668 9.527643 9.512528 9.502709
 9.495937 9.483827 9.48413  9.47748  9.471743 9.466113 9.461894 9.468224
 9.454668 9.388257 9.287832 9.211989 9.151496 9.105401 9.071666 9.042422
 9.011295 9.010647 8.983293 8.985875 8.970128 8.933105 8.879851 8.855941
 8.840928 8.809421 8.82927  8.779608 8.776591 8.764631 8.757645 8.757645
 8.747491 8.719077 8.674087 8.639062 8.615527 8.602641 8.585509 8.578758
 8.564174 8.562641 8.554474 8.553879 8.547084 8.547678 8.548272 8.550395
 8.544538 8.546405 8.512146 8.467572 8.440231 8.411715 8.398753 8.3864
 8.375144 8.368336 8.366124 8.36072  8.359902 8.35524  8.354504 8.353769
 8.352053 8.352216 8.349521 8.348949 8.348868 8.349031 8.342993 8.309426
 8.266919 8.236413 8.214748 8.203079 8.190883 8.179665 8.170914 8.132779
 8.087422 8.054929 8.027699 8.013264 7.998948 7.989377 7.983462 7.976646
 7.9743   7.974376 7.971049 7.928528 7.884601 7.855074 7.832481 7.816356
 7.806416 7.799485 7.790017 7.790162 7.78718  7.785944 7.780713 7.782384
 7.779479 7.775125 7.733465 7.689184 7.661926 7.639122 7.63314  7.615871
 7.607051 7.606701 7.602298 7.597131 7.592458 7.551377 7.505738 7.47704
 7.459475 7.445486 7.434165 7.431406 7.420389 7.418913 7.41603  7.413819
 7.413685 7.413618 7.411475 7.408061 7.407927 7.374334 7.322318 7.29204
 7.277207 7.257507 7.254082 7.246014 7.243693 7.236095 7.233265 7.232108
 7.190783 7.147265 7.115181 7.101255 7.085572 7.079117 7.067843 7.062403
 7.061724 7.057155 7.059501 7.047848 6.930736 6.827625 6.762463 6.719313
 6.692909 6.670214 6.658998 6.653682 6.645191 6.642346 6.637107 6.636495
 6.622765]
